P_Pos, P_Vel, Altitude, Pressure, Acc_X, Acc_Y, Acc_Z, Latitude, Longitude, Altitude_GPS, LOCK, Satellites, q_w, q_x, q_y, q_z
-0.08,-0.01,-0.18,1016.490,-0.006166,-0.004534,0.002218,0.000000,0.000000,0.00,0,0,0.335,0.003,-0.027,-0.942
-0.09,-0.01,-0.18,1016.490,0.001164,0.003813,0.000280,0.000000,0.000000,0.00,0,0,0.335,0.003,-0.027,-0.942
-0.09,-0.01,-0.20,1016.492,-0.007510,0.005101,-0.006111,0.000000,0.000000,0.00,0,0,0.334,0.003,-0.027,-0.942
-0.09,-0.01,-0.20,1016.492,-0.004015,-0.001011,-0.000831,0.000000,0.000000,0.00,0,0,0.334,0.003,-0.027,-0.942
-0.09,-0.01,-0.24,1016.497,-0.004441,-0.002310,0.003624,0.000000,0.000000,0.00,0,0,0.334,0.003,-0.027,-0.942
-0.09,-0.01,-0.24,1016.497,-0.005163,0.001260,0.000252,0.000000,0.000000,0.00,0,0,0.333,0.003,-0.027,-0.942
-0.10,-0.01,-0.21,1016.494,-0.003992,-0.002599,-0.005642,0.000000,0.000000,0.00,0,0,0.333,0.003,-0.027,-0.942
-0.10,-0.02,-0.21,1016.494,-0.008610,-0.000394,-0.008314,0.000000,0.000000,0.00,0,0,0.333,0.003,-0.027,-0.943
-0.10,-0.02,-0.25,1016.499,0.000027,0.002507,-0.008002,0.000000,0.000000,0.00,0,0,0.333,0.003,-0.027,-0.943
-0.10,-0.02,-0.25,1016.499,-0.000983,-0.000729,0.000451,0.000000,0.000000,0.00,0,0,0.332,0.003,-0.027,-0.943
-0.10,-0.02,-0.20,1016.492,0.003063,0.003583,0.004013,0.000000,0.000000,0.00,0,0,0.332,0.003,-0.027,-0.943
-0.11,-0.01,-0.20,1016.492,-0.008530,-0.004047,0.033214,0.000000,0.000000,0.00,0,0,0.332,0.003,-0.027,-0.943
-0.11,-0.01,-0.18,1016.490,0.016976,-0.006672,0.022000,0.000000,0.000000,0.00,0,0,0.331,0.003,-0.027,-0.943
-0.11,-0.01,-0.18,1016.490,0.000203,-0.008907,0.014600,0.000000,0.000000,0.00,0,0,0.331,0.003,-0.027,-0.943
-0.11,-0.01,-0.21,1016.493,-0.002336,0.009601,-0.002776,0.000000,0.000000,0.00,0,0,0.331,0.003,-0.027,-0.943
-0.11,-0.01,-0.21,1016.493,-0.005193,0.003428,0.002098,0.000000,0.000000,0.00,0,0,0.331,0.003,-0.027,-0.943
-0.11,-0.01,-0.24,1016.497,-0.000953,-0.003371,0.004759,0.000000,0.000000,0.00,0,0,0.330,0.003,-0.027,-0.943
-0.12,-0.01,-0.24,1016.497,0.002957,-0.000118,0.002004,0.000000,0.000000,0.00,0,0,0.330,0.003,-0.027,-0.944
-0.12,-0.01,-0.22,1016.495,-0.002097,-0.006592,0.005373,0.000000,0.000000,0.00,0,0,0.330,0.003,-0.027,-0.944
-0.12,-0.01,-0.22,1016.495,-0.010488,0.007236,-0.006767,0.000000,0.000000,0.00,0,0,0.330,0.003,-0.027,-0.944
-0.12,-0.01,-0.24,1016.497,-0.005205,0.005371,-0.003615,0.000000,0.000000,0.00,0,0,0.329,0.003,-0.027,-0.944
-0.12,-0.01,-0.24,1016.497,-0.000656,-0.003562,0.010880,0.000000,0.000000,0.00,0,0,0.329,0.003,-0.027,-0.944
-0.12,-0.01,-0.25,1016.499,0.004045,-0.008205,0.009274,0.000000,0.000000,0.00,0,0,0.329,0.003,-0.027,-0.944
-0.13,-0.01,-0.25,1016.499,-0.001082,-0.000599,0.006575,0.000000,0.000000,0.00,0,0,0.329,0.003,-0.027,-0.944
-0.13,-0.01,-0.17,1016.489,0.005930,0.003683,-0.000811,0.000000,0.000000,0.00,0,0,0.328,0.003,-0.027,-0.944
-0.13,-0.01,-0.17,1016.489,-0.004916,0.003396,-0.004229,0.000000,0.000000,0.00,0,0,0.328,0.003,-0.027,-0.944
